id,State_Name,Mean,Median,Stdev,sum_w
17012337,Illinois,49172,49925,38228,52.69790764
17012347,Illinois,84618,83031,51838,90.79497867
17012357,Illinois,30571,24813,25852,73.93165885
17012367,Illinois,45795,40716,34943,94.46179785
17012377,Illinois,66427,55490,49667,406.083897
17012387,Illinois,66923,58362,50946,2053.790472
17012397,Illinois,49200,37229,44895,5959.432709
17012407,Illinois,74378,300000,48957,49.86507727
17012417,Illinois,73627,65250,51816,961.6479991
17012427,Illinois,82820,73287,60424,3279.541597
17012437,Illinois,55922,41661,46858,165.9937202
17012447,Illinois,62953,54036,46310,5302.337976
17012457,Illinois,63802,48939,46631,859.241049
17012467,Illinois,44915,34643,36873,383.582078
17012477,Illinois,57132,53855,39720,332.5831436
17012487,Illinois,73198,58358,55723,5962.031139
17012497,Illinois,37181,24773,34864,91.59691233
17012507,Illinois,53555,50854,34160,141.5278957
17012517,Illinois,63893,54398,46834,155.3939897
17012527,Illinois,67450,48321,62043,612241.923
17012537,Illinois,46745,36387,36294,286.3200596
17012547,Illinois,0,0,0,0
17012557,Illinois,58529,47901,47073,5974.131765
17012567,Illinois,78579,69256,48343,68.02868129
17012577,Illinois,72012,68322,39674,170.9566587
17012587,Illinois,52732,43984,38676,1577.951786
17012597,Illinois,52055,44058,35809,137.62823
17012607,Illinois,46943,34671,43426,8752.733651
17012617,Illinois,32627,300000,34415,134.4992299
17012627,Illinois,77779,65670,55979,11332.808
17012637,Illinois,54067,45097,43696,4972.144696
17012647,Illinois,47812,46693,34938,41.46368525
17012657,Illinois,46429,36948,37884,546.7083846
17012667,Illinois,51844,46250,38167,416.2459316
17012677,Illinois,99936,94585,55779,742.3159322
17012687,Illinois,64299,59102,41895,80.29518622
17012697,Illinois,0,0,0,0
17012707,Illinois,68293,62480,46051,321.1154408
17012717,Illinois,57387,45947,45947,545.8136523
17012727,Illinois,54590,51830,34575,569.8774581
17012737,Illinois,58884,49196,46466,280.0211211
17012747,Illinois,65775,51303,55014,4320.780289
17012757,Illinois,0,0,0,0
17012767,Illinois,58139,52031,44948,937.2149442
17012777,Illinois,52185,44172,28633,79.99768431
17012787,Illinois,69910,58969,46551,187.2241329
17012797,Illinois,167520,185793,81666,675.1305893
17012807,Illinois,36457,38849,26372,23.33136663
17012817,Illinois,64031,56067,44665,116.9617529
17012827,Illinois,46211,34465,36880,257.555831
17012837,Illinois,55391,300000,15089,4.699717974
17012847,Illinois,66043,60946,44445,326.0831632
17012857,Illinois,61211,49538,39097,68.69784677
17012867,Illinois,63415,52616,46135,95.49540161
17012877,Illinois,55487,56141,38097,44.6981121
17012887,Illinois,59712,52069,43703,1824.315014
17012897,Illinois,69627,61393,40599,135.5260916
17012907,Illinois,61738,51078,44500,238.823598
17012917,Illinois,97371,87295,56121,2512.57997
17012927,Illinois,158831,300000,79837,625.2113112
17012937,Illinois,49129,38108,43405,133.1627576
17012947,Illinois,44186,300000,33281,22.99973998
17012957,Illinois,44452,34447,36340,100.5295879
17012967,Illinois,54200,42943,41257,42.86537639
17012977,Illinois,153790,157184,75397,314.4695146
17012987,Illinois,54284,49452,37821,741.1297835
17012997,Illinois,83447,70658,53836,318.4513054
17013007,Illinois,70159,44483,53112,324.6893729
17013017,Illinois,47782,46384,25696,22.8656302
17013027,Illinois,114086,97482,74290,278.0818479
17013037,Illinois,76097,68385,51378,425.1403718
17013047,Illinois,61540,55584,40069,68.43019739
17013057,Illinois,42585,30729,35033,132.0286958
17013067,Illinois,62123,57333,43463,88.3957151
17013077,Illinois,53146,43938,40251,2594.428659
17013087,Illinois,46213,31936,40823,927.4359639
17013097,Illinois,48830,34632,36882,101.8967748
17013107,Illinois,65474,52751,40118,69.79757231
17013117,Illinois,61498,49204,43822,440.8529324
17013127,Illinois,56835,43805,41717,251.8244088
17013137,Illinois,50167,44115,35377,105.6296374
17013147,Illinois,42531,32224,33895,2070.136013
17013157,Illinois,83275,79377,46705,68.7626516
17013167,Illinois,111375,300000,52407,171.2853472
17013177,Illinois,91889,300000,51211,1308.308907
17013187,Illinois,31895,19422,33290,297.4215436
17013197,Illinois,62016,54381,42160,321.7866325
17013207,Illinois,92145,77622,62454,4938.192484
17013217,Illinois,31852,29654,24343,101.1291564
17013227,Illinois,46200,41029,31325,202.1252459
17013237,Illinois,63269,55634,46293,176.9248512
17013247,Illinois,66496,52226,55783,10880.48075
17013257,Illinois,58087,40292,49785,48.23224751
17013267,Illinois,53457,42906,37442,87.8627354
17013277,Illinois,45026,44620,25330,52.46501192
17013287,Illinois,38008,35675,21029,30.19885684
17013297,Illinois,64741,300000,44606,65.5651577
17013307,Illinois,105312,97933,57477,3424.148324
17013317,Illinois,69579,56379,50642,3907.681199
17013327,Illinois,51968,37112,41552,42.13160262
17013337,Illinois,55288,50651,42506,208.2536102
17013347,Illinois,38934,25114,35215,139.5958983
17013357,Illinois,91963,80757,51656,507.4066312
17013367,Illinois,42419,38903,30001,306.2565369
17013377,Illinois,155934,300000,72255,34.79604587
17013387,Illinois,57846,44246,51310,2304.100301
17013397,Illinois,63345,54168,45816,86.96349249
17013407,Illinois,76729,300000,17854,2.799638643
17013417,Illinois,41238,32625,35598,18.93213287
17013427,Illinois,53516,42961,46064,1888.806178
17013437,Illinois,55055,41075,47777,10158.55939
17013447,Illinois,96686,97129,55934,509.0648244
17013457,Illinois,50203,43465,32786,2173.36984
17013467,Illinois,43105,32787,38089,32.76617555
17013477,Illinois,54016,46371,46820,54.69774588
17013487,Illinois,56618,51518,33966,99.99649181
17013497,Illinois,85654,74773,56698,13422.04604
17013507,Illinois,0,0,0,0
17013517,Illinois,61734,55750,37905,187.7249578
17013527,Illinois,58505,55864,40930,84.19654205
17013537,Illinois,76526,47012,65115,78.29703104
17013547,Illinois,46316,40530,31656,597.0433328
17013557,Illinois,54237,41472,45627,1558.310826
17013567,Illinois,54834,46526,41433,206.4932465
17013577,Illinois,60470,51388,42429,34.26521858
17013587,Illinois,41874,32240,36623,203.296669
17013597,Illinois,49837,39675,41597,144.5291823
17013607,Illinois,39404,35488,26333,180.8932391
17013617,Illinois,46326,37389,39845,355.3504916
17013627,Illinois,66014,51846,51459,571.4433675
17013637,Illinois,38627,300000,8598,85
17013647,Illinois,72209,69791,39834,483.7355024
17013657,Illinois,41659,29082,42595,461.4823002
17013667,Illinois,34844,26675,40183,57.16490241
17013677,Illinois,69715,58522,50725,254.4221428
17013687,Illinois,46845,35718,41079,1777.477514
17013697,Illinois,54404,43908,40644,80.03149747
17013707,Illinois,34033,300000,20654,54.39977599
17013717,Illinois,102130,83140,72202,8143.166558
17013727,Illinois,93020,85936,54120,204.1201303
17013737,Illinois,54241,41167,44018,440.6121124
17013747,Illinois,76353,64058,56881,2643.530546
17013757,Illinois,60363,53656,43682,286.4853513
170210009,Illinois,77860,72928,41916,376.910744
170210019,Illinois,53325,300000,35407,191.9306061
170210029,Illinois,95131,300000,61247,200.0858848
170210039,Illinois,69677,300000,52886,263.3231254
170210049,Illinois,78815,76573,48192,598.0238008
170210059,Illinois,102903,86510,65294,151.1883342
170210069,Illinois,75395,66042,62144,395.5081568
170210079,Illinois,103844,300000,55735,146.0555454
170210089,Illinois,133643,122889,74767,265.6376498
17021009,Illinois,70373,60332,55215,1101.194563
170210099,Illinois,61465,51226,43065,361.4529693
170210109,Illinois,85346,300000,61446,252.9564782
170210119,Illinois,97661,87158,60162,344.5410653
170210129,Illinois,91284,300000,58237,103.4934116
170210139,Illinois,94179,68211,71904,134.794351
170210149,Illinois,84786,300000,51924,206.0552012
170210159,Illinois,59832,55751,40655,308.1852493
170210169,Illinois,37788,26897,36445,372.9745285
170210179,Illinois,88657,75749,56626,220.2152026
170210189,Illinois,87642,300000,45280,428.1396431
17021019,Illinois,115534,101457,76197,501.5309598
170210199,Illinois,52038,40889,34370,223.4574616
170210209,Illinois,37567,19976,38533,321.1526187
170210219,Illinois,47502,42361,39544,734.5731404
170210229,Illinois,77542,63165,51371,262.8527682
170210239,Illinois,55159,43126,34203,333.3199262
170210249,Illinois,83561,61176,68775,117.7231784
170210259,Illinois,20529,14539,19940,222.6503555
170210269,Illinois,36247,27566,24588,135.6628532
170210279,Illinois,26720,17525,24577,311.2506127
170210289,Illinois,73541,65766,47368,527.8409425
17021029,Illinois,85434,69616,70567,202.5503065
170210299,Illinois,67555,62042,38965,296.9845265
170210309,Illinois,33904,28759,22444,188.4944275
170210319,Illinois,83767,68571,62452,561.6047377
170210329,Illinois,85485,75643,49947,277.9156307
170210339,Illinois,80890,64201,52452,140.1913968
170210349,Illinois,46871,40751,25279,486.3574998
170210359,Illinois,65276,60270,43851,140.2257608
170210369,Illinois,78331,65469,58187,114.1947268
170210379,Illinois,64871,300000,33013,201.3892552
170210389,Illinois,63589,43062,52981,150.7916929
17021039,Illinois,96472,80386,63203,544.6309069
170210399,Illinois,33521,22444,30469,156.5292745
170210409,Illinois,57644,36986,51925,371.9209867
170210419,Illinois,45142,45703,25311,163.7559848
170210429,Illinois,36258,19478,36430,378.1805498
170210439,Illinois,47287,45101,30463,408.9902151
170210449,Illinois,94337,87028,55105,378.3094999
170210459,Illinois,62763,63920,45138,292.2176752
170210469,Illinois,59786,300000,64787,278.229404
170210479,Illinois,81406,69792,43485,145.7204722
170210489,Illinois,89783,83081,52913,156.9563586
17021049,Illinois,54054,45630,39375,1189.15597
170210499,Illinois,44773,41830,26434,324.1572919
170210509,Illinois,54619,38463,47945,263.4571636
170210519,Illinois,95167,300000,55275,162.0540457
170210529,Illinois,55906,50257,45653,314.4513557
170210539,Illinois,38892,33598,30668,355.9283837
170210549,Illinois,44584,37510,45467,765.215886
170210559,Illinois,40877,32778,29791,175.9259526
170210569,Illinois,69521,54763,54007,518.9761771
170210579,Illinois,82851,70452,58558,491.7989707
170210589,Illinois,89690,300000,73098,149.3612849
17021059,Illinois,47627,36424,38708,825.1756125
170210599,Illinois,76916,67163,57641,260.2184287
170210609,Illinois,66125,300000,44577,89.4296876
170210619,Illinois,63094,55830,41152,254.1213783
170210629,Illinois,56258,48330,41971,206.8250141
170210639,Illinois,58752,52426,51187,246.6542872
170210649,Illinois,32213,26457,22946,214.1605076
170210659,Illinois,71073,57058,50855,249.2565717
170210669,Illinois,85932,82549,56583,97.82619286
170210679,Illinois,79594,63000,53173,127.7920027
170210689,Illinois,39559,25090,37420,392.1833908
17021069,Illinois,109572,98137,71868,628.9879268
170210699,Illinois,66198,54923,47356,215.2907874
170210709,Illinois,68423,66308,42200,110.3257699
170210719,Illinois,62419,58877,37266,120.3937055
170210729,Illinois,82138,64363,69883,153.5606038
170210739,Illinois,83353,72604,49985,258.9823127
170210749,Illinois,54358,43455,36587,187.8268613
170210759,Illinois,42683,32150,31420,377.5486566
170210769,Illinois,57243,45204,41239,180.7597604
170210779,Illinois,32521,23028,26600,256.8597013
170210789,Illinois,55930,40345,52519,294.9496117
17021079,Illinois,107436,87900,76252,746.4887203
170210799,Illinois,55673,42621,47017,366.0818194
170210809,Illinois,68199,49785,52266,227.8267159
170210819,Illinois,83273,300000,62979,205.3565867
170210829,Illinois,74374,58656,53554,454.8766046
170210839,Illinois,42823,26084,38170,315.3209975
170210849,Illinois,61484,49085,45289,183.193084
170210859,Illinois,93308,80414,62286,163.722116
170210869,Illinois,34212,25607,24574,181.759485
170210879,Illinois,48173,32006,42258,257.2243889
170210889,Illinois,35355,24999,38297,378.2171449
17021089,Illinois,43450,35830,27007,750.9441431
170210899,Illinois,19593,13025,19318,343.2532728
1702109,Illinois,39647,30652,32340,1017.76918
170210909,Illinois,57299,56878,39040,256.6804374
170210919,Illinois,42216,30854,29871,304.1209959
170210929,Illinois,89366,72330,71818,235.1549867
170210939,Illinois,69555,300000,38581,498.1084477
170210949,Illinois,60260,51421,39987,287.7821415
170210959,Illinois,98302,85748,68204,329.543528
170210969,Illinois,103879,83359,82719,663.6626967
170210979,Illinois,46588,300000,33118,361.1977279
170210989,Illinois,62173,53138,48761,398.0805433
17021099,Illinois,66261,52331,52440,975.8628217
170210999,Illinois,67387,56463,44877,235.6527783
170211009,Illinois,55340,47229,39220,128.4954129
170211019,Illinois,46025,33564,34946,222.0255577
170211029,Illinois,56763,42208,42097,240.1913281
170211039,Illinois,69212,53121,54939,254.0900729
170211049,Illinois,57157,44726,42347,183.3928422
170211059,Illinois,49247,36317,45079,277.3944997
170211069,Illinois,38163,26104,44566,325.9874744
170211079,Illinois,57643,51757,37549,199.4577585
170211089,Illinois,30456,17829,46255,172.1201261
17021109,Illinois,64916,60063,49357,1054.451279
170211099,Illinois,77782,62718,59120,428.2827965
170211109,Illinois,63738,53860,49089,287.6199177
170211119,Illinois,66961,66437,39480,163.2579725
170211129,Illinois,74353,61158,52856,173.6229785
170211139,Illinois,55782,37414,49929,492.5476102
170211149,Illinois,74297,60464,50787,257.9865266
170211159,Illinois,60970,49419,47035,258.2217222
170211169,Illinois,52634,46239,50667,812.8185796
170211179,Illinois,66173,61243,59418,182.9233179
170211189,Illinois,68807,57584,45878,407.3153722
17021119,Illinois,53199,40406,41874,785.3753636
170211199,Illinois,46015,38323,35723,302.9552016
170211209,Illinois,69743,300000,37822,148.3590153
170211219,Illinois,46227,25370,57431,188.8286868
170211229,Illinois,70448,65188,48902,612.6983873
170211239,Illinois,39907,25698,40976,417.1516285
170211249,Illinois,15067,7280,21849,605.7934212
170211259,Illinois,33479,26002,27070,304.224628
170211269,Illinois,37258,31384,33910,262.0270786
170211279,Illinois,48964,49998,27664,358.7843112
170211289,Illinois,42415,18364,60163,464.1429212
17021129,Illinois,42009,29894,35382,532.1052204
170211299,Illinois,62536,300000,59880,200.0608365
170211309,Illinois,43404,26002,44501,158.062547
170211319,Illinois,46639,31472,38858,221.1900478
170211329,Illinois,34201,24938,24176,505.7512536
170211339,Illinois,37015,29994,35712,222.9615552
170211349,Illinois,70834,300000,44123,175.1620942
170211359,Illinois,46270,35622,37865,286.9113989
170211369,Illinois,93185,74514,71918,878.8235148
170211379,Illinois,72139,300000,40852,223.0892767
170211389,Illinois,79764,72195,53581,286.218943
17021139,Illinois,76302,65400,54312,635.4274999
170211399,Illinois,56448,48377,38177,788.8666303
170211409,Illinois,77274,300000,71209,274.0929838
170211419,Illinois,50398,45579,27225,210.2591459
170211429,Illinois,85135,300000,51104,82.46046989
170211439,Illinois,98429,96391,65274,538.635505
170211449,Illinois,51773,39116,47148,160.726551
170211459,Illinois,62091,300000,38665,304.223809
170211469,Illinois,40738,33617,31278,399.1494006
170211479,Illinois,37108,30473,46187,187.3867755
170211489,Illinois,45807,23009,49125,243.9910798
17021149,Illinois,88290,77813,60554,456.6078716
170211499,Illinois,32019,26434,21937,300.8924455
170211509,Illinois,30633,27793,19977,311.155283
170211519,Illinois,62156,47796,52163,425.9501496
170211529,Illinois,60163,51619,41635,286.5876656
170211539,Illinois,34116,23554,31746,428.9773541
170211549,Illinois,79654,66229,64912,400.8833506
170211559,Illinois,69281,69309,59927,153.0527384
170211569,Illinois,54254,52528,34656,212.6239192
170211579,Illinois,52435,45813,33392,508.2172233
170211589,Illinois,70679,65611,52321,520.2633663
17021159,Illinois,75469,56695,60129,786.8315311
170211599,Illinois,120071,106838,71344,219.8149716
170211609,Illinois,80321,62670,58423,142.5226698
170211619,Illinois,77859,61750,68927,147.0241665
170211629,Illinois,81857,47130,68463,124.5616092
170211639,Illinois,59611,57789,40197,304.0833336
170211649,Illinois,92013,300000,55884,149.7920254
170211659,Illinois,50938,42878,31200,175.0619024
170211669,Illinois,58284,43484,47191,557.1409319
170211679,Illinois,41528,32971,36794,415.7487219
170211689,Illinois,55546,47344,40138,239.2922651
17021169,Illinois,52445,42909,40803,1030.65503
170211699,Illinois,68667,61889,43620,116.2264639
170211709,Illinois,65276,53228,51171,160.2279721
170211719,Illinois,84463,300000,58704,200.4919631
170211729,Illinois,21054,15215,14685,348.3249666
170211739,Illinois,122535,103539,77572,74.95831259
170211749,Illinois,34330,29997,25162,407.8811811
170211759,Illinois,58379,45209,45230,658.3145414
170211769,Illinois,73599,300000,54719,305.9230659
170211779,Illinois,44925,35747,27784,296.6559618
170211789,Illinois,102623,90877,65272,697.1524783
17021179,Illinois,41167,31161,33043,1756.739194
170211799,Illinois,82456,69378,50834,564.3674557
170211809,Illinois,63709,68738,43321,198.5498783
170211819,Illinois,62918,56279,45503,155.6244233
170211829,Illinois,96064,89577,51002,99.25523926
170211839,Illinois,59991,38004,61403,195.524181
170211849,Illinois,40755,38015,30156,265.550392
170211859,Illinois,36192,29056,28522,267.6257595
170211869,Illinois,52255,41444,45853,366.5172361
170211879,Illinois,60651,49341,48105,368.7534482
170211889,Illinois,61733,54018,38149,282.8221672
17021189,Illinois,69850,60046,50277,911.2567236
170211899,Illinois,47892,39981,30201,175.9251147
1702119,Illinois,53703,46081,39970,833.60132
170211909,Illinois,74698,63607,54673,241.4563764
170211919,Illinois,35503,24638,30999,527.5772572
170211929,Illinois,46466,41118,31660,269.7525491
170211939,Illinois,43707,38087,28094,192.2606571
170211949,Illinois,51173,36554,48788,251.9932798
170211959,Illinois,77761,60173,53921,130.9268133
170211969,Illinois,65456,52617,54498,196.326003
170211979,Illinois,44984,32641,37006,245.0255188
170211989,Illinois,45818,35778,37249,368.4583336
17021199,Illinois,58319,41370,50400,993.2623259
170211999,Illinois,69946,58597,59247,148.8232061
170212009,Illinois,80226,300000,43797,150.3578749
170212019,Illinois,65563,48777,52145,275.7574452
170212029,Illinois,65730,66342,31650,131.4910791
170212039,Illinois,46450,30051,51005,300.5291128
170212049,Illinois,76550,300000,37982,163.324719
170212059,Illinois,45214,36166,36153,198.4587872
170212069,Illinois,44673,32059,46197,438.3217092
170212079,Illinois,61083,52327,38503,339.9208598
170212089,Illinois,65619,60884,40089,233.8901261
17021209,Illinois,61904,50076,44202,947.3917669
170212099,Illinois,52500,42303,32328,522.8521352
170212109,Illinois,128299,300000,51149,64.4236818
170212119,Illinois,113881,300000,50000,199.7131882
170212129,Illinois,112363,111528,69666,166.3215463
170212139,Illinois,149698,300000,70512,101.8226201
170212149,Illinois,190235,300000,64637,56.4235309
170212159,Illinois,151603,300000,54415,281.2954925
170212169,Illinois,105952,86290,72732,150.7565274
170212179,Illinois,80361,79806,50195,184.8829584
170212189,Illinois,88193,85442,39499,305.8023514
17021219,Illinois,85894,78213,53210,623.4995864
170212199,Illinois,105771,300000,70334,72.72770035
170212209,Illinois,66408,62603,46701,217.3896845
170212219,Illinois,38272,29800,37559,716.465931
170212229,Illinois,95968,96735,44875,154.6532621
170212239,Illinois,90198,72242,50146,490.4845926
170212249,Illinois,83143,76526,59497,289.9165293
170212259,Illinois,113514,101499,64130,173.0163064
170212269,Illinois,27650,23026,24163,390.8105454
170212279,Illinois,53273,41837,33507,321.2554613
170212289,Illinois,39682,35871,29281,756.749084
17021229,Illinois,95051,72641,76451,971.5142097
170212299,Illinois,45392,45301,23558,207.3925401
170212309,Illinois,44921,48855,27166,219.9226368
170212319,Illinois,58092,49630,40434,241.4206691
170212329,Illinois,63726,52007,44456,202.7914996
170212339,Illinois,49107,42817,43467,327.5167402
170212349,Illinois,73562,300000,55852,229.7269626
170212359,Illinois,97396,89532,65709,459.3033666
170212369,Illinois,104497,97523,54886,174.5871973
170212379,Illinois,68170,58560,50359,268.2835666
170212389,Illinois,116068,300000,69195,214.9531946
17021239,Illinois,73349,54820,54472,1149.121597
170212399,Illinois,91446,300000,53731,227.4237589
170212409,Illinois,94792,93513,54830,452.1740192
170212419,Illinois,111218,300000,65044,116.4851206
170212429,Illinois,55238,35665,44890,273.6593597
170212439,Illinois,40543,34945,25399,531.985504
170212449,Illinois,84528,66962,57511,127.2932954
170212459,Illinois,73258,68829,42445,256.4844681
170212469,Illinois,44523,36232,34756,237.7885541
170212479,Illinois,73445,300000,50105,146.6587363
170212489,Illinois,55858,46486,37621,267.626414
17021249,Illinois,82374,77513,52685,1166.096167
170212499,Illinois,54251,42026,44306,459.7871807
170212509,Illinois,35887,27155,33493,208.5628323
170212519,Illinois,78749,67635,55262,296.6156624
170212529,Illinois,36240,27472,21968,235.9626573
170212539,Illinois,49634,48724,29027,218.0256176
170212549,Illinois,103650,300000,68848,121.8257753
170212559,Illinois,38530,27792,31909,374.6965986
170212569,Illinois,85915,82650,52056,145.2912934
170212579,Illinois,118112,300000,75868,145.9884396
170212589,Illinois,83325,60350,71028,313.720348
17021259,Illinois,83212,300000,47543,284.8168608
170212599,Illinois,38653,24864,39103,298.9845578
170212609,Illinois,30330,22726,23105,228.8972859
170212619,Illinois,47545,36167,45675,343.7221902
170212629,Illinois,39579,26750,32109,333.3463241
170212639,Illinois,42350,29833,33957,217.3961137
170212649,Illinois,49047,22395,51107,126.1290766
170212659,Illinois,21983,20024,15929,273.4871944
170212669,Illinois,31047,22496,31678,216.6645253
170212679,Illinois,45601,24511,47538,147.8867185
170212689,Illinois,25198,21666,22517,152.9264906
17021269,Illinois,55726,45684,48548,889.0894436
170212699,Illinois,55748,41190,49213,436.6886795
170212709,Illinois,32249,28739,18920,191.9939221
170212719,Illinois,89273,300000,52226,155.4246591
170212729,Illinois,80022,69028,51524,283.1503958
170212739,Illinois,71898,61086,51911,276.4812049
170212749,Illinois,55252,44673,46883,221.8589432
170212759,Illinois,77349,300000,50565,212.5230861
170212769,Illinois,90382,300000,42558,268.4843906
170212779,Illinois,89863,81614,51398,171.517842
170212789,Illinois,73578,68865,40036,125.5608319
17021279,Illinois,64884,48911,54550,869.6656328
170212799,Illinois,109841,300000,63837,369.7423555
170212809,Illinois,101962,96749,55933,127.0879158
17021289,Illinois,33592,22476,31019,1084.806822
1702129,Illinois,71654,54812,56866,1414.710523
17021299,Illinois,75818,64263,56684,599.1680674
17021309,Illinois,58801,45459,47926,1132.860164
17021319,Illinois,71375,69192,48043,611.824324
17021329,Illinois,61071,49696,48194,695.0008862
17021339,Illinois,58671,45158,46490,1075.823206
17021349,Illinois,78469,62188,62047,749.1900999
17021359,Illinois,76843,65824,55873,1075.47217
17021369,Illinois,122887,125702,79290,524.4208014
17021379,Illinois,30211,22564,30534,495.2132347
17021389,Illinois,35542,19340,39270,1041.744402
1702139,Illinois,49950,41228,38369,1014.156508
17021399,Illinois,43069,37367,37513,315.5787725
17021409,Illinois,18778,11398,19417,364.6388532
17021419,Illinois,70007,61126,56573,872.9745447
17021429,Illinois,40683,32616,30517,1277.12669
17021439,Illinois,102681,97367,74517,667.7688814
17021449,Illinois,45865,36604,41020,299.6859211
17021459,Illinois,79376,64202,58560,567.2678761
17021469,Illinois,79713,69884,50141,828.2936864
17021479,Illinois,49527,39483,37808,1565.987994
17021489,Illinois,63679,54483,48817,684.5012923
1702149,Illinois,68064,58498,51180,856.7600537
17021499,Illinois,71345,65622,51231,434.8116628
17021509,Illinois,66011,56797,47615,957.1538399
17021519,Illinois,69637,65160,44719,772.3585972
17021529,Illinois,74580,65615,48719,830.5266606
17021539,Illinois,72429,67657,42833,886.7790211
17021549,Illinois,108862,300000,65986,442.2746176
17021559,Illinois,94625,81807,60875,765.747894
17021569,Illinois,90068,78282,59985,767.5185917
17021579,Illinois,122782,119299,79043,791.0326477
17021589,Illinois,86527,66537,68145,1008.16595
1702159,Illinois,92855,72810,66589,256.3152661
17021599,Illinois,105632,86028,75201,644.1566187
17021609,Illinois,87710,73947,53353,562.8866168
17021619,Illinois,72819,58725,56261,916.4226144
17021629,Illinois,109809,89987,79597,576.4192461
17021639,Illinois,75686,61956,55250,1394.465056
17021649,Illinois,123331,116095,71138,515.8259233
17021659,Illinois,78121,59249,65193,791.05817
17021669,Illinois,122560,300000,73906,489.1324634
17021679,Illinois,80089,69696,53274,1079.216421
17021689,Illinois,116205,93701,82634,547.5997315
1702169,Illinois,84568,64803,70683,1263.904845
17021699,Illinois,77668,69559,48740,544.832063
17021709,Illinois,130551,124676,70175,262.3093121
17021719,Illinois,62331,53360,46292,960.5887079
17021729,Illinois,50761,44107,41801,1106.894671
17021739,Illinois,73486,60512,55144,447.9792495
17021749,Illinois,49511,37766,38358,1187.321113
17021759,Illinois,57879,50488,42897,722.503334
17021769,Illinois,56219,46707,43261,848.6302693
17021779,Illinois,93094,87315,58631,468.6733018
17021789,Illinois,61032,44712,49591,502.5494115
1702179,Illinois,53515,36593,50139,1612.857752
17021799,Illinois,67080,57529,38489,1226.444734
17021809,Illinois,53819,37153,52421,1150.129089
17021819,Illinois,67119,52314,59032,610.5715956
17021829,Illinois,76212,59971,63198,1401.545
17021839,Illinois,60001,51688,42544,707.4026266
17021849,Illinois,57517,47545,46640,1228.940308
17021859,Illinois,55067,44622,49493,890.197777
17021869,Illinois,65933,59529,43831,544.8043488
17021879,Illinois,71686,55210,54612,1163.684748
17021889,Illinois,74069,52794,61253,1471.729152
1702189,Illinois,63617,39066,65174,2030.129357
17021899,Illinois,125983,300000,72926,980.7965073
170219,Illinois,42145,31348,37275,574.2431145
17021909,Illinois,90107,80570,58478,1362.282343
17021919,Illinois,55198,37858,50758,1368.753364
17021929,Illinois,52231,46249,35693,1618.119231
17021939,Illinois,57296,48723,40778,2982.878367
17021949,Illinois,69264,58583,47216,2197.595795
17021959,Illinois,32831,26577,31120,690.9019846
17021969,Illinois,48626,40417,36878,1026.383193
17021979,Illinois,72994,65653,44219,560.7739611
17021989,Illinois,58807,46456,53709,1358.18678
1702199,Illinois,89167,71369,70857,562.0354709
17021999,Illinois,81497,71859,53414,329.2791235
17022009,Illinois,42749,35242,31203,1126.981964
17022019,Illinois,86281,75894,55159,978.2316349
17022029,Illinois,83075,76444,45921,477.8285425
17022039,Illinois,73828,58738,49466,1751.147429
17022049,Illinois,99712,91463,63710,947.7035903
17022059,Illinois,47075,39088,41126,788.9747113
17022069,Illinois,50794,46446,30064,366.5556786
17022079,Illinois,0,0,0,0
17022089,Illinois,123770,104719,80280,378.107987
1702209,Illinois,123393,109819,78392,188.4532806
17022099,Illinois,116355,300000,65553,764.810468
17022109,Illinois,143474,142459,79500,226.1141377
17022119,Illinois,131337,120625,73403,406.0014342
17022129,Illinois,117156,102256,69982,593.0194929
17022139,Illinois,148004,148369,80964,414.9333849
17022149,Illinois,141969,141411,86294,725.1525435
17022159,Illinois,61655,47792,51361,1055.926142
17022169,Illinois,53028,46438,38325,899.8973255
17022179,Illinois,54064,44120,46910,1418.833779
17022189,Illinois,64208,57045,43002,637.9394002
1702219,Illinois,130979,117215,77528,443.8563499
17022199,Illinois,66832,58757,48223,803.6582441
17022209,Illinois,69960,60227,47787,469.7457498
17022219,Illinois,42098,22152,46081,1455.83454
17022229,Illinois,53968,43425,38320,984.6305326
17022239,Illinois,100826,93306,60625,702.5837528
17022249,Illinois,47202,42262,31090,1092.872603
17022259,Illinois,107583,98575,49732,439.890378
17022269,Illinois,120718,113027,78183,721.350655
17022279,Illinois,60932,42948,53415,2599.682694
17022289,Illinois,86378,76614,51104,576.0623678
1702229,Illinois,82714,58437,69098,1456.955867
17022299,Illinois,57708,39579,45928,1062.691282
17022309,Illinois,76887,71046,47110,576.0683992
17022319,Illinois,30477,22978,25877,853.8682766
17022329,Illinois,62412,60916,38572,662.9044892
17022339,Illinois,83498,68000,58160,580.8383391
17022349,Illinois,41722,35075,36159,1520.718809
17022359,Illinois,72046,63507,48302,896.4823833
17022369,Illinois,30423,20282,30639,977.6529927
17022379,Illinois,55613,52014,42351,472.6406807
17022389,Illinois,64195,57267,42083,137.7603641
1702239,Illinois,131655,127212,75221,562.1134161
17022399,Illinois,86615,66870,60059,605.5029416
17022409,Illinois,48516,38849,39038,1221.544284
17022419,Illinois,83166,81957,51425,313.5497352
17022429,Illinois,45773,33578,40367,619.9714355
17022439,Illinois,68790,57775,49334,587.9046706
17022449,Illinois,45075,36734,33917,796.1070466
17022459,Illinois,54015,46321,42342,1088.922145
