row_id,id,State_Code,State_Name,State_ab,County,City,Place,Type,Primary,Zip_Code,Area_Code,ALand,AWater,Lat,Lon
9795,17029779,17,Illinois,IL,Adams County,La Salle,Camp Point,Track,Track,61301,815,1375025,0,41.3387721,-89.1011838
9796,17029789,17,Illinois,IL,Adams County,Peru,Camp Point,Track,Track,61354,815,12127811,0,41.3459945,-89.1465179
9797,17029799,17,Illinois,IL,Adams County,Oglesby,Camp Point,Track,Track,61348,815,19202561,342424,41.2911103,-89.0653885
9798,17029809,17,Illinois,IL,Adams County,Ransom,Camp Point,Track,Track,60470,815,377929733,10101654,41.1997248,-88.6913869
9799,17029819,17,Illinois,IL,Adams County,Streator,Camp Point,Track,Track,61364,815,24384336,0,41.1323129,-88.8674278
9800,17029829,17,Illinois,IL,Adams County,Streator,Camp Point,Track,Track,61364,815,2816101,2543,41.114986,-88.8436935
9801,17029839,17,Illinois,IL,Adams County,Lawrenceville,Camp Point,Track,Track,62439,618,505311969,2840699,38.779858,-87.6999744
9802,17029849,17,Illinois,IL,Adams County,Lawrenceville,Camp Point,Track,Track,62439,618,4044372,102518,38.733164,-87.6837844
9803,17029859,17,Illinois,IL,Adams County,Nachusa,Camp Point,Track,Track,61057,815,251953100,2165642,41.8272682,-89.3867938
9804,17029869,17,Illinois,IL,Adams County,Dixon,Camp Point,Track,Track,61021,815,21191397,0,41.8784609,-89.4923789
9805,17029879,17,Illinois,IL,Adams County,Dixon,Camp Point,Track,Track,61021,815,5166785,453070,41.8315941,-89.496374
9806,17029889,17,Illinois,IL,Adams County,Paw Paw,Camp Point,Track,Track,61353,815,433949328,736579,41.6895619,-89.1284468
9807,17029899,17,Illinois,IL,Adams County,Odell,Camp Point,Track,Track,60460,815,709036292,262131,41.000417,-88.407917
9808,17029909,17,Illinois,IL,Adams County,Pontiac,Camp Point,Track,Track,61764,815,62662696,501917,40.9261122,-88.6547735
9809,17029919,17,Illinois,IL,Adams County,Pontiac,Camp Point,Track,Track,61764,815,372852916,1754892,40.8246015,-88.6179535
9810,17029929,17,Illinois,IL,Adams County,Atlanta,Camp Point,Track,Track,61723,217,326638272,194558,40.2206332,-89.2592547
9811,17029939,17,Illinois,IL,Adams County,Lincoln,Camp Point,Track,Track,62656,217,9070659,0,40.1612683,-89.3450169
9812,17029949,17,Illinois,IL,Adams County,Lincoln,Camp Point,Track,Track,62656,217,10242012,0,40.1454991,-89.397338
9813,17029959,17,Illinois,IL,Adams County,Bushnell,Camp Point,Track,Track,61422,309,93866477,34333,40.5805117,-90.4984189
9814,17029969,17,Illinois,IL,Adams County,Macomb,Camp Point,Track,Track,61455,309,5341293,0,40.4636385,-90.6960448
9815,17029979,17,Illinois,IL,Adams County,Macomb,Camp Point,Track,Track,61455,309,13532778,27761,40.4404675,-90.6380159
9816,17029989,17,Illinois,IL,Adams County,Colchester,Camp Point,Track,Track,62326,309,321399852,473937,40.3611055,-90.8164904
9817,17029999,17,Illinois,IL,Adams County,Harvard,Camp Point,Track,Track,60033,815,272085585,521665,42.3928665,-88.5674929
9818,170210009,17,Illinois,IL,Adams County,Woodstock,Camp Point,Track,Track,60098,815,87568835,1382018,42.3744867,-88.4042319
9819,170210019,17,Illinois,IL,Adams County,Mchenry,Camp Point,Track,Track,60050,815,31641358,1722818,42.3653852,-88.3314348
9820,170210029,17,Illinois,IL,Adams County,Mchenry,Camp Point,Track,Track,60050,815,3917698,168443,42.3363851,-88.2702333
9821,170210039,17,Illinois,IL,Adams County,Johnsburg,Camp Point,Track,Track,60051,815,4355560,750409,42.3989385,-88.2112185
9822,170210049,17,Illinois,IL,Adams County,Crystal Lake,Camp Point,Track,Track,60014,815,20694465,187659,42.2739333,-88.2698759
9823,170210059,17,Illinois,IL,Adams County,Island Lake,Camp Point,Track,Track,60042,847,6469847,184355,42.2632986,-88.2093821
9824,170210069,17,Illinois,IL,Adams County,Woodstock,Camp Point,Track,Track,60098,815,5435617,0,42.3128478,-88.4619941
9825,170210079,17,Illinois,IL,Adams County,Lake In The Hills,Camp Point,Track,Track,60156,847,19867405,0,42.1729293,-88.3998415
9826,170210089,17,Illinois,IL,Adams County,Lake In The Hills,Camp Point,Track,Track,60156,847,5035370,36056,42.1721074,-88.3599787
9827,170210099,17,Illinois,IL,Adams County,Crystal Lake,Camp Point,Track,Track,60014,815,2659009,0,42.2193562,-88.3294685
9828,170210109,17,Illinois,IL,Adams County,Lake In The Hills,Camp Point,Track,Track,60156,847,3165344,40557,42.1830858,-88.342174
9829,170210119,17,Illinois,IL,Adams County,Cary,Camp Point,Track,Track,60013,847,7047496,297997,42.2350551,-88.2642028
9830,170210129,17,Illinois,IL,Adams County,Fox River Grove,Camp Point,Track,Track,60021,847,5237053,173160,42.2104837,-88.2175203
9831,170210139,17,Illinois,IL,Adams County,Fox River Grove,Camp Point,Track,Track,60021,847,22544629,362729,42.1751029,-88.219876
9832,170210149,17,Illinois,IL,Adams County,Union,Camp Point,Track,Track,60180,815,213520495,129605,42.2347212,-88.5107956
9833,170210159,17,Illinois,IL,Adams County,Normal,Camp Point,Track,Track,61761,309,2934972,0,40.5207119,-88.9869351
9834,170210169,17,Illinois,IL,Adams County,Normal,Camp Point,Track,Track,61761,309,2140452,0,40.5028572,-89.0032425
9835,170210179,17,Illinois,IL,Adams County,Normal,Camp Point,Track,Track,61761,309,1510860,0,40.5046162,-88.9659843
9836,170210189,17,Illinois,IL,Adams County,Bloomington,Camp Point,Track,Track,61704,309,2341425,0,40.4951428,-88.9328751
9837,170210199,17,Illinois,IL,Adams County,Bloomington,Camp Point,Track,Track,61701,309,748490,0,40.489076,-88.997963
9838,170210209,17,Illinois,IL,Adams County,Bloomington,Camp Point,Track,Track,61701,309,1141375,0,40.4791506,-88.9941283
9839,170210219,17,Illinois,IL,Adams County,Bloomington,Camp Point,Track,Track,61704,309,10428593,0,40.4452633,-88.9885915
9840,170210229,17,Illinois,IL,Adams County,Danvers,Camp Point,Track,Track,61732,309,220152418,219854,40.5552496,-89.1642759
9841,170210239,17,Illinois,IL,Adams County,Le Roy,Camp Point,Track,Track,61752,309,45491272,48806,40.3657917,-88.7417596
9842,170210249,17,Illinois,IL,Adams County,Lexington,Camp Point,Track,Track,61753,309,445228933,248463,40.6612165,-88.6802212
9843,170210259,17,Illinois,IL,Adams County,Bloomington,Camp Point,Track,Track,61701,309,3516975,0,40.4663621,-88.993547
9844,170210269,17,Illinois,IL,Adams County,Decatur,Camp Point,Track,Track,62521,217,2424495,14016,39.8325984,-88.9461995
9845,170210279,17,Illinois,IL,Adams County,Decatur,Camp Point,Track,Track,62522,217,1212594,0,39.8505315,-88.9649824
9846,170210289,17,Illinois,IL,Adams County,Decatur,Camp Point,Track,Track,62521,217,2060938,823507,39.8140838,-88.9451725
9847,170210299,17,Illinois,IL,Adams County,Decatur,Camp Point,Track,Track,62526,217,6382267,0,39.8668664,-89.0071008
9848,170210309,17,Illinois,IL,Adams County,Decatur,Camp Point,Track,Track,62526,217,3277616,0,39.8673956,-88.9594025
9849,170210319,17,Illinois,IL,Adams County,Decatur,Camp Point,Track,Track,62521,217,4595894,967318,39.8387976,-88.8904178
9850,170210329,17,Illinois,IL,Adams County,Decatur,Camp Point,Track,Track,62521,217,27247933,1657976,39.7951595,-88.962154
9851,170210339,17,Illinois,IL,Adams County,Warrensburg,Camp Point,Track,Track,62573,217,338894887,646681,39.9107645,-89.1153537
9852,170210349,17,Illinois,IL,Adams County,Decatur,Camp Point,Track,Track,62526,217,8777397,0,39.8932264,-88.9322191
9853,170210359,17,Illinois,IL,Adams County,Argenta,Camp Point,Track,Track,62501,217,235827305,40555,40.0059336,-88.8888788
9854,170210369,17,Illinois,IL,Adams County,Palmyra,Camp Point,Track,Track,62674,217,437341715,1966951,39.4411182,-90.0233133
9855,170210379,17,Illinois,IL,Adams County,Carlinville,Camp Point,Track,Track,62626,217,13299231,0,39.2817884,-89.8874623
9856,170210389,17,Illinois,IL,Adams County,Bunker Hill,Camp Point,Track,Track,62014,618,179148635,863966,39.0659083,-89.985151
9857,170210399,17,Illinois,IL,Adams County,Gillespie,Camp Point,Track,Track,62033,217,16833317,26803,39.1489934,-89.804068
9858,170210409,17,Illinois,IL,Adams County,Staunton,Camp Point,Track,Track,62088,618,7456661,72066,39.011702,-89.7884174
9859,170210419,17,Illinois,IL,Adams County,Granite City,Camp Point,Track,Track,62040,618,2130096,0,38.707914,-90.134789
9860,170210429,17,Illinois,IL,Adams County,Madison,Camp Point,Track,Track,62060,618,2507704,0,38.6845678,-90.1561677
9861,170210439,17,Illinois,IL,Adams County,Granite City,Camp Point,Track,Track,62040,618,3607090,4832,38.7160005,-90.1151913
9862,170210449,17,Illinois,IL,Adams County,Granite City,Camp Point,Track,Track,62040,618,5170012,169089,38.7277628,-90.1002623
9863,170210459,17,Illinois,IL,Adams County,Wood River,Camp Point,Track,Track,62095,618,3861699,18129,38.8672951,-90.092306
9864,170210469,17,Illinois,IL,Adams County,East Alton,Camp Point,Track,Track,62024,618,5268251,89235,38.879247,-90.1109138
9865,170210479,17,Illinois,IL,Adams County,Bethalto,Camp Point,Track,Track,62010,618,7620578,141821,38.9148557,-90.0554858
9866,170210489,17,Illinois,IL,Adams County,Roxana,Camp Point,Track,Track,62084,618,10866495,92278,38.8699524,-90.0497805
9867,170210499,17,Illinois,IL,Adams County,Alton,Camp Point,Track,Track,62002,618,4338848,618,38.9098926,-90.1703562
9868,170210509,17,Illinois,IL,Adams County,Alton,Camp Point,Track,Track,62002,618,1284272,0,38.8950475,-90.1697901
9869,170210519,17,Illinois,IL,Adams County,Godfrey,Camp Point,Track,Track,62035,618,44310302,484702,38.9618362,-90.2273312
9870,170210529,17,Illinois,IL,Adams County,Edwardsville,Camp Point,Track,Track,62025,618,69605168,610412,38.8612221,-89.9919487
9871,170210539,17,Illinois,IL,Adams County,Edwardsville,Camp Point,Track,Track,62025,618,6769551,412117,38.7937667,-89.93868
9872,170210549,17,Illinois,IL,Adams County,Glen Carbon,Camp Point,Track,Track,62034,618,9662336,87982,38.7617895,-89.9402865
9873,170210559,17,Illinois,IL,Adams County,Collinsville,Camp Point,Track,Track,62234,618,3439179,16820,38.6849892,-89.9976843
9874,170210569,17,Illinois,IL,Adams County,Troy,Camp Point,Track,Track,62294,618,24229452,293384,38.7265726,-89.8542985
9875,170210579,17,Illinois,IL,Adams County,Collinsville,Camp Point,Track,Track,62234,618,30671957,1311906,38.7013418,-90.0133164
9876,170210589,17,Illinois,IL,Adams County,Marine,Camp Point,Track,Track,62061,618,183567310,1883902,38.7889251,-89.8218368
9877,170210599,17,Illinois,IL,Adams County,Alhambra,Camp Point,Track,Track,62001,618,300839083,1772142,38.9115015,-89.720357
9878,170210609,17,Illinois,IL,Adams County,Kinmundy,Camp Point,Track,Track,62854,618,398948318,3542242,38.7186568,-88.8166479
9879,170210619,17,Illinois,IL,Adams County,Salem,Camp Point,Track,Track,62881,618,95593416,110399,38.5983356,-89.0271169
9880,170210629,17,Illinois,IL,Adams County,Iuka,Camp Point,Track,Track,62849,618,384098088,766621,38.5550668,-88.8338838
9881,170210639,17,Illinois,IL,Adams County,Centralia,Camp Point,Track,Track,62801,618,8690037,0,38.5184419,-89.1047812
9882,170210649,17,Illinois,IL,Adams County,Centralia,Camp Point,Track,Track,62801,618,8500147,351486,38.5415757,-89.1233061
9883,170210659,17,Illinois,IL,Adams County,Sparland,Camp Point,Track,Track,61565,309,381640073,8959204,41.0676882,-89.5122392
9884,170210669,17,Illinois,IL,Adams County,Havana,Camp Point,Track,Track,62644,309,241065818,25709782,40.3309051,-89.9642727
9885,170210679,17,Illinois,IL,Adams County,Mason City,Camp Point,Track,Track,62664,217,523241696,1333511,40.2216023,-89.7685504
9886,170210689,17,Illinois,IL,Adams County,Metropolis,Camp Point,Track,Track,62960,618,5571945,15852,37.1639438,-88.7308601
9887,170210699,17,Illinois,IL,Adams County,Greenview,Camp Point,Track,Track,62642,217,408735722,1042856,40.0451288,-89.7025241
9888,170210709,17,Illinois,IL,Adams County,Petersburg,Camp Point,Track,Track,62675,217,349261894,804674,40.0059032,-89.8970272
9889,170210719,17,Illinois,IL,Adams County,Joy,Camp Point,Track,Track,61260,309,621963643,18438381,41.2155556,-90.914395
9890,170210729,17,Illinois,IL,Adams County,Viola,Camp Point,Track,Track,61486,309,496193138,100622,41.1551512,-90.5813337
9891,170210739,17,Illinois,IL,Adams County,Valmeyer,Camp Point,Track,Track,62295,618,164823017,7682614,38.3490206,-90.2677931
9892,170210749,17,Illinois,IL,Adams County,Nokomis,Camp Point,Track,Track,62075,217,284337917,2811165,39.2514393,-89.3897299
9893,170210759,17,Illinois,IL,Adams County,Litchfield,Camp Point,Track,Track,62056,217,7578903,0,39.1892143,-89.6475395
9894,170210769,17,Illinois,IL,Adams County,Coffeen,Camp Point,Track,Track,62017,217,378311469,4418996,39.0951875,-89.3950369
9895,170210779,17,Illinois,IL,Adams County,Jacksonville,Camp Point,Track,Track,62650,217,6358098,0,39.7358447,-90.2143343
9896,170210789,17,Illinois,IL,Adams County,Jacksonville,Camp Point,Track,Track,62650,217,2763999,0,39.732461,-90.2444788
9897,170210799,17,Illinois,IL,Adams County,Jacksonville,Camp Point,Track,Track,62650,217,18145677,150411,39.7047806,-90.2337197
9898,170210809,17,Illinois,IL,Adams County,Sullivan,Camp Point,Track,Track,61951,217,398192947,4606372,39.6170666,-88.53549
9899,170210819,17,Illinois,IL,Adams County,Sullivan,Camp Point,Track,Track,61951,217,6725723,10770,39.5925269,-88.6068624
9900,170210829,17,Illinois,IL,Adams County,Mount Morris,Camp Point,Track,Track,61054,815,126332935,752359,42.0216876,-89.4279468
9901,170210839,17,Illinois,IL,Adams County,Creston,Camp Point,Track,Track,60113,815,100484176,129227,41.9449761,-89.0112195
9902,170210849,17,Illinois,IL,Adams County,Oregon,Camp Point,Track,Track,61061,815,21536045,902869,42.0178648,-89.3089376
9903,170210859,17,Illinois,IL,Adams County,Polo,Camp Point,Track,Track,61064,815,278623138,947817,41.9631658,-89.5438389
9904,170210869,17,Illinois,IL,Adams County,Peoria,Camp Point,Track,Track,61605,309,971327,0,40.6723382,-89.6375578
9905,170210879,17,Illinois,IL,Adams County,Peoria,Camp Point,Track,Track,61605,309,2190065,0,40.6840818,-89.6334272
9906,170210889,17,Illinois,IL,Adams County,Peoria,Camp Point,Track,Track,61606,309,1328468,0,40.7014588,-89.6066138
9907,170210899,17,Illinois,IL,Adams County,Peoria,Camp Point,Track,Track,61604,309,2923382,0,40.7122757,-89.6070929
9908,170210909,17,Illinois,IL,Adams County,Peoria,Camp Point,Track,Track,61603,309,2029092,0,40.7251725,-89.5846161
9909,170210919,17,Illinois,IL,Adams County,Peoria,Camp Point,Track,Track,61604,309,3065994,0,40.7182879,-89.6331211
9910,170210929,17,Illinois,IL,Adams County,Peoria,Camp Point,Track,Track,61614,309,4485503,0,40.7496451,-89.6011208
9911,170210939,17,Illinois,IL,Adams County,Peoria,Camp Point,Track,Track,61614,309,6133197,9467,40.771337,-89.6367999
9912,170210949,17,Illinois,IL,Adams County,Peoria,Camp Point,Track,Track,61615,309,35620357,3628561,40.8025577,-89.6068328
9913,170210959,17,Illinois,IL,Adams County,Chillicothe,Camp Point,Track,Track,61523,309,155814744,3327434,40.9157163,-89.5682018
9914,170210969,17,Illinois,IL,Adams County,Hanna City,Camp Point,Track,Track,61536,309,69823930,220926,40.7515097,-89.7171265
9915,170210979,17,Illinois,IL,Adams County,West Peoria,Camp Point,Track,Track,61604,309,3234365,0,40.7007042,-89.6320214
9916,170210989,17,Illinois,IL,Adams County,Bartonville,Camp Point,Track,Track,61607,309,20871977,1916634,40.6326574,-89.6538618
9917,170210999,17,Illinois,IL,Adams County,Glasford,Camp Point,Track,Track,61533,309,139675154,4448628,40.57876,-89.7739374
9918,170211009,17,Illinois,IL,Adams County,Pinckneyville,Camp Point,Track,Track,62274,618,412721384,423643,38.170126,-89.3659475
9919,170211019,17,Illinois,IL,Adams County,Pinckneyville,Camp Point,Track,Track,62274,618,370172240,5670329,38.0228742,-89.4584155
9920,170211029,17,Illinois,IL,Adams County,White Heath,Camp Point,Track,Track,61884,217,434671494,553946,40.1488697,-88.566114
9921,170211039,17,Illinois,IL,Adams County,Bement,Camp Point,Track,Track,61813,217,298956464,13737,39.9039558,-88.5281669
9922,170211049,17,Illinois,IL,Adams County,Perry,Camp Point,Track,Track,62362,217,598566790,3757935,39.7466382,-90.784625
9923,170211059,17,Illinois,IL,Adams County,Pittsfield,Camp Point,Track,Track,62363,217,29838816,144487,39.6107756,-90.8067823
9924,170211069,17,Illinois,IL,Adams County,Golconda,Camp Point,Track,Track,62938,618,333473391,10810104,37.2750214,-88.5409917
9925,170211079,17,Illinois,IL,Adams County,Granville,Camp Point,Track,Track,61326,815,122206163,2148452,41.258509,-89.220468
9926,170211089,17,Illinois,IL,Adams County,Sparta,Camp Point,Track,Track,62286,618,29398930,568027,38.1439906,-89.7094208
9927,170211099,17,Illinois,IL,Adams County,Red Bud,Camp Point,Track,Track,62278,618,86843686,965447,38.1857371,-89.9720879
9928,170211109,17,Illinois,IL,Adams County,Steeleville,Camp Point,Track,Track,62288,618,63150740,630665,38.0062735,-89.6442358
9929,170211119,17,Illinois,IL,Adams County,Olney,Camp Point,Track,Track,62450,618,410475656,4407125,38.7778083,-88.1175412
9930,170211129,17,Illinois,IL,Adams County,Olney,Camp Point,Track,Track,62450,618,505411660,477776,38.6544367,-88.0592229
9931,170211139,17,Illinois,IL,Adams County,Carbon Cliff,Camp Point,Track,Track,61239,309,28441192,1025139,41.4995675,-90.3883418
9932,170211149,17,Illinois,IL,Adams County,East Moline,Camp Point,Track,Track,61244,309,29518893,2177682,41.5476903,-90.3835979
9933,170211159,17,Illinois,IL,Adams County,East Moline,Camp Point,Track,Track,61244,309,3537107,0,41.4951396,-90.4430363
9934,170211169,17,Illinois,IL,Adams County,Moline,Camp Point,Track,Track,61265,309,3869856,0,41.5007289,-90.4703627
9935,170211179,17,Illinois,IL,Adams County,Moline,Camp Point,Track,Track,61265,309,1673199,0,41.4977305,-90.5125698
9936,170211189,17,Illinois,IL,Adams County,Moline,Camp Point,Track,Track,61265,309,1595417,0,41.4833726,-90.5319422
9937,170211199,17,Illinois,IL,Adams County,Rock Island,Camp Point,Track,Track,61201,309,2097335,0,41.4990973,-90.5473216
9938,170211209,17,Illinois,IL,Adams County,Rock Island,Camp Point,Track,Track,61201,309,3216988,0,41.4864227,-90.5693663
9939,170211219,17,Illinois,IL,Adams County,Rock Island,Camp Point,Track,Track,61201,309,1077806,0,41.4980363,-90.5902026
9940,170211229,17,Illinois,IL,Adams County,Sherrard,Camp Point,Track,Track,61281,309,130612261,0,41.3761625,-90.5079075
9941,170211239,17,Illinois,IL,Adams County,Milan,Camp Point,Track,Track,61264,309,10343966,46662,41.4330811,-90.5803302
9942,170211249,17,Illinois,IL,Adams County,East Saint Louis,Camp Point,Track,Track,62204,618,2964356,0,38.6303832,-90.1198245
9943,170211259,17,Illinois,IL,Adams County,East St Louis,Camp Point,Track,Track,62207,618,2272640,0,38.6023661,-90.1355038
9944,170211269,17,Illinois,IL,Adams County,East Saint Louis,Camp Point,Track,Track,62203,618,2087712,0,38.5952392,-90.0635897
9945,170211279,17,Illinois,IL,Adams County,Belleville,Camp Point,Track,Track,62226,618,3230024,2556,38.5339141,-90.0120236
9946,170211289,17,Illinois,IL,Adams County,Belleville,Camp Point,Track,Track,62226,618,3350765,25006,38.5472072,-90.0187789
9947,170211299,17,Illinois,IL,Adams County,Belleville,Camp Point,Track,Track,62221,618,3445546,4355,38.5236187,-89.9707346
9948,170211309,17,Illinois,IL,Adams County,East Saint Louis,Camp Point,Track,Track,62205,618,11417529,438089,38.648286,-90.1190737
9949,170211319,17,Illinois,IL,Adams County,Cahokia,Camp Point,Track,Track,62206,618,18592377,2720319,38.580567,-90.1918439
9950,170211329,17,Illinois,IL,Adams County,Cahokia,Camp Point,Track,Track,62206,618,6501300,199348,38.5556062,-90.1802515
9951,170211339,17,Illinois,IL,Adams County,East Saint Louis,Camp Point,Track,Track,62203,618,8803901,706593,38.5864967,-90.0891888
9952,170211349,17,Illinois,IL,Adams County,Belleville,Camp Point,Track,Track,62223,618,64944464,544018,38.5168152,-90.0830059
9953,170211359,17,Illinois,IL,Adams County,Swansea,Camp Point,Track,Track,62226,618,3848389,51372,38.5307686,-89.9891895
9954,170211369,17,Illinois,IL,Adams County,Belleville,Camp Point,Track,Track,62221,618,11940106,379791,38.5514602,-89.9614912
9955,170211379,17,Illinois,IL,Adams County,Belleville,Camp Point,Track,Track,62221,618,6113441,32487,38.5247887,-89.9391233
9956,170211389,17,Illinois,IL,Adams County,Caseyville,Camp Point,Track,Track,62232,618,7629951,12362,38.6297078,-90.0291527
9957,170211399,17,Illinois,IL,Adams County,O Fallon,Camp Point,Track,Track,62269,618,9258321,52254,38.5826421,-89.9487285
9958,170211409,17,Illinois,IL,Adams County,Smithton,Camp Point,Track,Track,62285,618,119543914,4039420,38.4102653,-89.9746311
9959,170211419,17,Illinois,IL,Adams County,Saint Libory,Camp Point,Track,Track,62282,618,351881575,12956460,38.3269915,-89.7810039
9960,170211429,17,Illinois,IL,Adams County,Mascoutah,Camp Point,Track,Track,62258,618,73560735,495311,38.5150821,-89.7819012
9961,170211439,17,Illinois,IL,Adams County,O Fallon,Camp Point,Track,Track,62269,618,9770535,212307,38.6279497,-89.9202433
9962,170211449,17,Illinois,IL,Adams County,Eldorado,Camp Point,Track,Track,62930,618,9028757,165407,37.812845,-88.4515976
9963,170211459,17,Illinois,IL,Adams County,Galatia,Camp Point,Track,Track,62935,618,217028678,4032881,37.8087172,-88.6435984
9964,170211469,17,Illinois,IL,Adams County,Harrisburg,Camp Point,Track,Track,62946,618,4549423,36109,37.7209272,-88.5567571
9965,170211479,17,Illinois,IL,Adams County,Springfield,Camp Point,Track,Track,62702,217,31715794,499242,39.8459048,-89.6557738
9966,170211489,17,Illinois,IL,Adams County,Springfield,Camp Point,Track,Track,62702,217,4925954,0,39.8206053,-89.664366
9967,170211499,17,Illinois,IL,Adams County,Springfield,Camp Point,Track,Track,62702,217,2157695,0,39.8241044,-89.6307867
9968,170211509,17,Illinois,IL,Adams County,Springfield,Camp Point,Track,Track,62702,217,6668050,0,39.8076172,-89.6043639
9969,170211519,17,Illinois,IL,Adams County,Springfield,Camp Point,Track,Track,62702,217,2475213,0,39.8077709,-89.7035358
9970,170211529,17,Illinois,IL,Adams County,Springfield,Camp Point,Track,Track,62704,217,1532297,0,39.7921997,-89.667997
9971,170211539,17,Illinois,IL,Adams County,Springfield,Camp Point,Track,Track,62703,217,3003540,0,39.7957812,-89.6195883
9972,170211549,17,Illinois,IL,Adams County,Springfield,Camp Point,Track,Track,62704,217,6419094,0,39.7753687,-89.7014071
9973,170211559,17,Illinois,IL,Adams County,Springfield,Camp Point,Track,Track,62704,217,1502222,0,39.777295,-89.6596834
9974,170211569,17,Illinois,IL,Adams County,Springfield,Camp Point,Track,Track,62703,217,5305319,8289,39.7599979,-89.6181754
9975,170211579,17,Illinois,IL,Adams County,Springfield,Camp Point,Track,Track,62703,217,6755205,0,39.7538704,-89.6457
9976,170211589,17,Illinois,IL,Adams County,Springfield,Camp Point,Track,Track,62704,217,6129562,0,39.7530241,-89.7016233
9977,170211599,17,Illinois,IL,Adams County,Chatham,Camp Point,Track,Track,62629,217,11497552,361659,39.6963955,-89.6859535
9978,170211609,17,Illinois,IL,Adams County,Pawnee,Camp Point,Track,Track,62558,217,182065509,194539,39.5839954,-89.6140292
9979,170211619,17,Illinois,IL,Adams County,New Berlin,Camp Point,Track,Track,62670,217,548159984,280907,39.733366,-89.8871872
9980,170211629,17,Illinois,IL,Adams County,Springfield,Camp Point,Track,Track,62711,217,82915253,27147,39.7378914,-89.7660065
9981,170211639,17,Illinois,IL,Adams County,Riverton,Camp Point,Track,Track,62561,217,29058079,648074,39.8455936,-89.5642846
9982,170211649,17,Illinois,IL,Adams County,Rochester,Camp Point,Track,Track,62563,217,93627548,1148039,39.7598226,-89.4921425
9983,170211659,17,Illinois,IL,Adams County,Rushville,Camp Point,Track,Track,62681,217,764019512,93137,40.1825495,-90.6866155
9984,170211669,17,Illinois,IL,Adams County,Winchester,Camp Point,Track,Track,62694,217,332160017,1543582,39.5859912,-90.4396312
9985,170211679,17,Illinois,IL,Adams County,Shelbyville,Camp Point,Track,Track,62565,217,17669205,68907,39.4062937,-88.8027798
9986,170211689,17,Illinois,IL,Adams County,Strasburg,Camp Point,Track,Track,62465,217,429990385,1590197,39.2808201,-88.6472581
9987,170211699,17,Illinois,IL,Adams County,Toulon,Camp Point,Track,Track,61483,309,337325257,683533,41.1616917,-89.7977965
9988,170211709,17,Illinois,IL,Adams County,Orangeville,Camp Point,Track,Track,61060,815,245362970,37610,42.4376488,-89.6817549
9989,170211719,17,Illinois,IL,Adams County,Freeport,Camp Point,Track,Track,61032,815,158669999,221971,42.2824213,-89.6957228
9990,170211729,17,Illinois,IL,Adams County,Freeport,Camp Point,Track,Track,61032,815,4368683,83162,42.3067357,-89.6364066
9991,170211739,17,Illinois,IL,Adams County,Freeport,Camp Point,Track,Track,61032,815,11966635,16390,42.278847,-89.6594113
9992,170211749,17,Illinois,IL,Adams County,Freeport,Camp Point,Track,Track,61032,815,6572843,0,42.2771177,-89.6066767
9993,170211759,17,Illinois,IL,Adams County,East Peoria,Camp Point,Track,Track,61611,309,12930478,0,40.6412118,-89.555224
9994,170211769,17,Illinois,IL,Adams County,Pekin,Camp Point,Track,Track,61554,309,6914694,172983,40.5914544,-89.6234135
9995,170211779,17,Illinois,IL,Adams County,Pekin,Camp Point,Track,Track,61554,309,2487756,0,40.5603677,-89.6402307
9996,170211789,17,Illinois,IL,Adams County,Washington,Camp Point,Track,Track,61571,309,40031691,2047319,40.7233512,-89.4866226
9997,170211799,17,Illinois,IL,Adams County,Morton,Camp Point,Track,Track,61550,309,36187129,67215,40.6429041,-89.4454992
9998,170211809,17,Illinois,IL,Adams County,Tremont,Camp Point,Track,Track,61568,309,174225972,228664,40.5240167,-89.5029281
9999,170211819,17,Illinois,IL,Adams County,Green Valley,Camp Point,Track,Track,61534,309,339181584,52147,40.3969746,-89.5958093
10000,170211829,17,Illinois,IL,Adams County,Washington,Camp Point,Track,Track,61571,309,24116478,34035,40.6753738,-89.4376917
10001,170211839,17,Illinois,IL,Adams County,Buncombe,Camp Point,Track,Track,62912,618,294038268,2310731,37.5270747,-89.1231643
10002,170211849,17,Illinois,IL,Adams County,Anna,Camp Point,Track,Track,62906,618,27818890,263559,37.4491878,-89.2357414
10003,170211859,17,Illinois,IL,Adams County,Danville,Camp Point,Track,Track,61832,217,2002957,0,40.1254218,-87.606904
10004,170211869,17,Illinois,IL,Adams County,Danville,Camp Point,Track,Track,61832,217,11704406,609133,40.1627467,-87.6626369
10005,170211879,17,Illinois,IL,Adams County,Rossville,Camp Point,Track,Track,60963,217,500763940,85612,40.4185976,-87.7524548
10006,170211889,17,Illinois,IL,Adams County,Potomac,Camp Point,Track,Track,61865,217,582574674,776364,40.2725486,-87.7356751
10007,170211899,17,Illinois,IL,Adams County,Danville,Camp Point,Track,Track,61834,217,16912446,0,40.081356,-87.6600005
10008,170211909,17,Illinois,IL,Adams County,Sidell,Camp Point,Track,Track,61876,217,469970912,824616,39.9795156,-87.8166438
10009,170211919,17,Illinois,IL,Adams County,Danville,Camp Point,Track,Track,61834,217,16245938,0,40.1277475,-87.5661535
10010,170211929,17,Illinois,IL,Adams County,Mount Carmel,Camp Point,Track,Track,62863,618,9383687,1146247,38.4314321,-87.7514542
10011,170211939,17,Illinois,IL,Adams County,Roseville,Camp Point,Track,Track,61473,309,553450434,953337,40.718949,-90.6206137
